"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ATP9B7",0.00025472602888189,0.149961778803494,0.687,0.565,1,"Bipolar cells","ATP9B"
"TSPAN153",0.000257107981323772,0.857727602480436,0.081,0.039,1,"Bipolar cells","TSPAN15"
"ZNF2542",0.000257732573547649,0.213548347693413,0.694,0.592,1,"Bipolar cells","ZNF254"
"TCF34",0.000257934629458606,0.3174013037199,0.306,0.218,1,"Bipolar cells","TCF3"
"OSBPL92",0.000258616915123845,0.23496265057024,0.566,0.462,1,"Bipolar cells","OSBPL9"
"FAM171A12",0.000259549963569779,0.185697273328376,0.603,0.476,1,"Bipolar cells","FAM171A1"
"IGSF96",0.000262045231577625,0.602037115787647,0.239,0.162,1,"Bipolar cells","IGSF9"
"AC048382.51",0.000263388243993229,0.661057405290026,0.121,0.067,1,"Bipolar cells","AC048382.5"
"CBWD13",0.000264184372950772,0.631961441389699,0.128,0.073,1,"Bipolar cells","CBWD1"
"AC004069.1",0.000268946802400214,2.17593457467504,0.013,0.003,1,"Bipolar cells","AC004069.1"
"ACVR2A4",0.000270736964659658,0.204778899510574,0.448,0.35,1,"Bipolar cells","ACVR2A"
"PRRT12",0.000272382959224019,1.86560855118575,0.013,0.003,1,"Bipolar cells","PRRT1"
"AC005387.21",0.000273100656158338,1.65431063108933,0.027,0.008,1,"Bipolar cells","AC005387.2"
"LSM14A5",0.000275305248864322,0.198227475327518,0.657,0.54,1,"Bipolar cells","LSM14A"
"HECTD42",0.00027749853770338,0.151414830716569,0.818,0.67,1,"Bipolar cells","HECTD4"
"NR6A14",0.000277825731719502,0.21623098123719,0.609,0.499,1,"Bipolar cells","NR6A1"
"NCOR15",0.000278662196206745,0.18188965830713,0.727,0.601,1,"Bipolar cells","NCOR1"
"PBRM12",0.00027881391503866,0.143884780467773,0.741,0.612,1,"Bipolar cells","PBRM1"
"DAP32",0.000282025439653589,0.393623203695307,0.31,0.226,1,"Bipolar cells","DAP3"
"NAA401",0.000282296525637257,0.538839369412105,0.219,0.145,1,"Bipolar cells","NAA40"
"SRP14-AS13",0.000285069970766999,0.748483635761841,0.074,0.035,1,"Bipolar cells","SRP14-AS1"
"POU2F15",0.0002873755041999,0.103707151843498,0.788,0.652,1,"Bipolar cells","POU2F1"
"VPS501",0.000290253616329842,0.283139111117713,0.448,0.349,1,"Bipolar cells","VPS50"
"KPNA41",0.000291563904529409,0.186086395719103,0.441,0.331,1,"Bipolar cells","KPNA4"
"INTS63",0.000292525468481706,0.318994290002704,0.434,0.338,1,"Bipolar cells","INTS6"
"EXOC46",0.000293684741708833,0.190238470404213,0.899,0.777,1,"Bipolar cells","EXOC4"
"STAT5B1",0.00029556139501267,0.24524959138601,0.468,0.356,1,"Bipolar cells","STAT5B"
"AC012615.11",0.000296834389763333,1.39846017943706,0.027,0.008,1,"Bipolar cells","AC012615.1"
"AC106795.31",0.000298220185441979,0.943580625171192,0.104,0.056,1,"Bipolar cells","AC106795.3"
"ZNF780B",0.000302105513545649,0.386632460470031,0.424,0.325,1,"Bipolar cells","ZNF780B"
"AL603839.32",0.000302238560838231,0.741924195749325,0.158,0.097,1,"Bipolar cells","AL603839.3"
"ZNF5896",0.000302529534222872,0.48636568320094,0.165,0.101,1,"Bipolar cells","ZNF589"
"NF12",0.000303772125015493,0.139171833878289,0.899,0.764,1,"Bipolar cells","NF1"
"CAMSAP32",0.000304379830860123,0.715177850357531,0.125,0.071,1,"Bipolar cells","CAMSAP3"
"NR2E31",0.000315013416722018,0.864689733056369,0.034,0.011,1,"Bipolar cells","NR2E3"
"PCCB6",0.000318925617282805,0.529673322997725,0.189,0.118,1,"Bipolar cells","PCCB"
"C15orf59-AS12",0.000320178337677153,2.52188880453096,0.017,0.004,1,"Bipolar cells","C15orf59-AS1"
"UBE2H6",0.000320628549239683,0.226136796644282,0.579,0.453,1,"Bipolar cells","UBE2H"
"NUTM2B-AS13",0.000321013538408252,0.387875616412728,0.552,0.456,1,"Bipolar cells","NUTM2B-AS1"
"PXT11",0.0003240413856911,2.0593726608689,0.017,0.004,1,"Bipolar cells","PXT1"
"ZSWIM34",0.000324192959202963,1.20518849502691,0.091,0.047,1,"Bipolar cells","ZSWIM3"
"FGF121",0.00032726819356248,0.816461091063111,0.242,0.17,1,"Bipolar cells","FGF12"
"NHLH12",0.000328287534114301,1.08235294379556,0.037,0.013,1,"Bipolar cells","NHLH1"
"LINC014843",0.000329738299667694,1.61873417804824,0.017,0.004,1,"Bipolar cells","LINC01484"
"LINC008544",0.000335037850719054,0.382535057700766,0.448,0.349,1,"Bipolar cells","LINC00854"
"AC107871.14",0.000335705503087751,0.867204290314128,0.071,0.033,1,"Bipolar cells","AC107871.1"
"CHRNA13",0.000335906424376398,1.36973608609489,0.037,0.013,1,"Bipolar cells","CHRNA1"
"AL672142.1",0.000337441711850163,2.66334625705453,0.01,0.002,1,"Bipolar cells","AL672142.1"
"POC1B4",0.00033833425658095,0.371865504590044,0.249,0.167,1,"Bipolar cells","POC1B"
"PPP4R3A2",0.000339142815803668,0.14622800097267,0.458,0.35,1,"Bipolar cells","PPP4R3A"
"CBX73",0.000340115432716885,0.801434370476835,0.101,0.054,1,"Bipolar cells","CBX7"
"LATS13",0.000340662282623742,0.266479397634531,0.397,0.311,1,"Bipolar cells","LATS1"
"MAMLD13",0.00034071800885806,0.591130778228799,0.195,0.127,1,"Bipolar cells","MAMLD1"
"AC055736.1",0.000341245622056069,2.79949732503801,0.01,0.002,1,"Bipolar cells","AC055736.1"
"AL357054.31",0.000341286279513378,1.08266734052961,0.04,0.015,1,"Bipolar cells","AL357054.3"
"KIAA15493",0.000347114176453679,0.165862253304384,0.508,0.391,1,"Bipolar cells","KIAA1549"
"AC062028.1",0.000362855741032764,2.10438283405916,0.013,0.003,1,"Bipolar cells","AC062028.1"
"AC092647.53",0.000363658859358586,0.501897749253407,0.118,0.065,1,"Bipolar cells","AC092647.5"
"MYRFL1",0.00037072478521847,1.19280803146776,0.067,0.031,1,"Bipolar cells","MYRFL"
"PDE6D1",0.000372952878067889,0.47930530250644,0.226,0.151,1,"Bipolar cells","PDE6D"
"KIAA0319L6",0.000373709572871094,0.245351907431308,0.572,0.473,1,"Bipolar cells","KIAA0319L"
"SPATC1L2",0.000376491001921724,0.467235134936495,0.057,0.025,1,"Bipolar cells","SPATC1L"
"ZNF6097",0.000382336726112634,0.183333091606706,0.886,0.77,1,"Bipolar cells","ZNF609"
"ZNF794",0.000392451236931902,1.0295445447697,0.067,0.031,1,"Bipolar cells","ZNF79"
"SDCCAG82",0.000393092976958006,0.161494399632817,0.626,0.499,1,"Bipolar cells","SDCCAG8"
"HKR15",0.000393991262433554,0.249900660117032,0.306,0.219,1,"Bipolar cells","HKR1"
"EPC13",0.000394806769466547,0.142844108796336,0.754,0.647,1,"Bipolar cells","EPC1"
"EIF4G33",0.00039521850114685,0.146227190506542,0.902,0.796,1,"Bipolar cells","EIF4G3"
"INTS45",0.00039711384759192,0.437216502245991,0.354,0.266,1,"Bipolar cells","INTS4"
"MEF2C3",0.00040211463265037,0.297314927944334,0.061,0.027,1,"Bipolar cells","MEF2C"
"C7orf611",0.000402795395608308,1.58086699004108,0.027,0.008,1,"Bipolar cells","C7orf61"
"ATG105",0.000405357262652288,0.34319482862794,0.333,0.242,1,"Bipolar cells","ATG10"
"SOS22",0.00040905819612614,0.233480295120139,0.657,0.55,1,"Bipolar cells","SOS2"
"ESRP1",0.000410899686089746,1.71268059188191,0.02,0.005,1,"Bipolar cells","ESRP1"
"ACMSD4",0.000411462471519984,1.03245986855059,0.064,0.029,1,"Bipolar cells","ACMSD"
"DYNC1LI21",0.000413475729084672,0.14876677797949,0.455,0.349,1,"Bipolar cells","DYNC1LI2"
"NTF33",0.000417733927031664,1.16326573912344,0.037,0.013,1,"Bipolar cells","NTF3"
"AL451042.1",0.000418946994061226,2.28253781935721,0.013,0.003,1,"Bipolar cells","AL451042.1"
"CADM2-AS23",0.000422447454317261,0.942517163093087,0.071,0.033,1,"Bipolar cells","CADM2-AS2"
"AL121902.1",0.000423126475585346,2.20163497854267,0.01,0.002,1,"Bipolar cells","AL121902.1"
"IRX61",0.000423732800516286,1.19372611211192,0.044,0.017,1,"Bipolar cells","IRX6"
"SMCHD12",0.000433797252008878,0.210456830592517,0.653,0.546,1,"Bipolar cells","SMCHD1"
"GJC22",0.000435838285758768,1.9364261489753,0.024,0.007,1,"Bipolar cells","GJC2"
"PIK3C2B2",0.00043654213379147,0.410035399405089,0.253,0.175,1,"Bipolar cells","PIK3C2B"
"ASH1L6",0.000440163718061822,0.161625731384323,0.848,0.724,1,"Bipolar cells","ASH1L"
"AF038458.21",0.000447509104399152,2.01877486913527,0.024,0.007,1,"Bipolar cells","AF038458.2"
"KPNA14",0.000455753420922856,0.366399130423198,0.431,0.345,1,"Bipolar cells","KPNA1"
"TOMM702",0.000456609898211568,0.348327848746436,0.209,0.136,1,"Bipolar cells","TOMM70"
"ASB181",0.000464030940473404,2.02745135922589,0.027,0.008,1,"Bipolar cells","ASB18"
"FLRT33",0.000466040452316607,1.03325732361292,0.051,0.021,1,"Bipolar cells","FLRT3"
"ARAP13",0.000468085467241014,0.815515474211462,0.135,0.079,1,"Bipolar cells","ARAP1"
"AC122129.1",0.000470640187155656,2.4280745454404,0.013,0.003,1,"Bipolar cells","AC122129.1"
"AC110015.11",0.000472698076213578,1.33821326024179,0.057,0.025,1,"Bipolar cells","AC110015.1"
"DZIP11",0.000484627314623178,0.293794445317346,0.37,0.28,1,"Bipolar cells","DZIP1"
"AL513314.24",0.000486432943107581,0.806411517974816,0.111,0.062,1,"Bipolar cells","AL513314.2"
"MIR2052HG2",0.000488521483636107,0.42525830360848,0.189,0.122,1,"Bipolar cells","MIR2052HG"
"AC034111.12",0.000492301777281164,2.23844254373004,0.024,0.007,1,"Bipolar cells","AC034111.1"
"ADNP5",0.000497350714235234,0.114547362159997,0.667,0.557,1,"Bipolar cells","ADNP"
"PHC12",0.000498691127408787,0.277376743508459,0.273,0.192,1,"Bipolar cells","PHC1"
"BORCS53",0.000499787879028755,0.326276777673956,0.236,0.158,1,"Bipolar cells","BORCS5"
"TBC1D164",0.000501573250286492,0.264833414009265,0.333,0.241,1,"Bipolar cells","TBC1D16"
"TAF34",0.000502909456069974,0.203416324475159,0.478,0.373,1,"Bipolar cells","TAF3"
"AC239803.11",0.000506123460831908,1.66127825862398,0.057,0.025,1,"Bipolar cells","AC239803.1"
"MBTPS13",0.0005068552396882,0.342406630900261,0.37,0.282,1,"Bipolar cells","MBTPS1"
"GACAT32",0.000509449119706575,1.3265448667299,0.037,0.013,1,"Bipolar cells","GACAT3"
"INPP4B4",0.000511865936045333,0.78095189331027,0.141,0.086,1,"Bipolar cells","INPP4B"
"UBA34",0.000513839029585579,0.296916322281688,0.354,0.268,1,"Bipolar cells","UBA3"
"DHX94",0.000517632417773214,0.197064007452849,0.556,0.458,1,"Bipolar cells","DHX9"
"FTSJ13",0.000517912361272814,0.518188024897334,0.088,0.045,1,"Bipolar cells","FTSJ1"
"NFYA2",0.000518470108987064,0.752739986800334,0.131,0.077,1,"Bipolar cells","NFYA"
"FAM71F22",0.000518828109757166,0.94604443038329,0.064,0.03,1,"Bipolar cells","FAM71F2"
"AL157834.11",0.000520745930528263,0.995768347353504,0.094,0.05,1,"Bipolar cells","AL157834.1"
"RIMKLB1",0.000521237335367523,0.167079687850725,0.444,0.343,1,"Bipolar cells","RIMKLB"
"LAMP3",0.000534323079136589,2.28541525055466,0.013,0.003,1,"Bipolar cells","LAMP3"
"ROR1-AS13",0.000535547875221151,1.164726110537,0.04,0.015,1,"Bipolar cells","ROR1-AS1"
"FNDC9",0.000537134516945976,2.25442986756957,0.013,0.003,1,"Bipolar cells","FNDC9"
"RIPOR13",0.000541245875659399,0.317042602984374,0.155,0.094,1,"Bipolar cells","RIPOR1"
"AGAP36",0.000544270689774172,0.338175581408397,0.32,0.234,1,"Bipolar cells","AGAP3"
"WTAP3",0.000548588616176328,0.253568596502544,0.377,0.289,1,"Bipolar cells","WTAP"
"RIOK24",0.000550355911104536,0.447901326710984,0.125,0.072,1,"Bipolar cells","RIOK2"
"AC027796.4",0.000550550821356782,1.90227315965336,0.013,0.003,1,"Bipolar cells","AC027796.4"
"SMURF23",0.000562769369720885,0.196215346682636,0.552,0.448,1,"Bipolar cells","SMURF2"
"GSTT2B3",0.00056408203759949,1.10169390550764,0.044,0.017,1,"Bipolar cells","GSTT2B"
"MIDN3",0.000568902502232376,0.233917390207947,0.279,0.2,1,"Bipolar cells","MIDN"
"AP000911.12",0.000569682233991284,1.39288344507799,0.03,0.01,1,"Bipolar cells","AP000911.1"
"SUPT6H2",0.000570041667196297,0.419266060467668,0.253,0.176,1,"Bipolar cells","SUPT6H"
"CLTB3",0.000573455484476235,0.449213828609714,0.077,0.039,1,"Bipolar cells","CLTB"
"RABEP13",0.000578214541111507,0.112588950961174,0.545,0.43,1,"Bipolar cells","RABEP1"
"PRNP4",0.000578837721129675,0.246855894000386,0.108,0.059,1,"Bipolar cells","PRNP"
"OSBP24",0.000579619821462216,0.613207959852847,0.31,0.236,1,"Bipolar cells","OSBP2"
"TXNIP3",0.000586176485773825,1.05979934897383,0.044,0.017,1,"Bipolar cells","TXNIP"
"SOCS62",0.00058989619460401,0.304599511650793,0.229,0.156,1,"Bipolar cells","SOCS6"
"DDX3Y6",0.000600021979445308,0.414644730170576,0.226,0.153,1,"Bipolar cells","DDX3Y"
"COX111",0.000604452401240288,0.279380882642043,0.185,0.118,1,"Bipolar cells","COX11"
"AC010343.31",0.000606246786518952,2.13989331532971,0.04,0.016,1,"Bipolar cells","AC010343.3"
"DHX291",0.000606681562302205,0.284603063949845,0.279,0.197,1,"Bipolar cells","DHX29"
"TSKS",0.000610900126503011,2.91645578374108,0.013,0.003,1,"Bipolar cells","TSKS"
"AL133245.1",0.000612686329276755,1.36762091776626,0.03,0.01,1,"Bipolar cells","AL133245.1"
"RING11",0.000614878276427677,0.749050890609582,0.138,0.084,1,"Bipolar cells","RING1"
"FHOD34",0.000615550689394732,0.213637163883449,0.677,0.559,1,"Bipolar cells","FHOD3"
"ULK14",0.000615554110935105,0.410650301633336,0.337,0.252,1,"Bipolar cells","ULK1"
"LANCL1-AS11",0.000618029674539871,0.392996904062248,0.118,0.067,1,"Bipolar cells","LANCL1-AS1"
"AC009690.14",0.000623860954210365,0.324341695060747,0.401,0.303,1,"Bipolar cells","AC009690.1"
"KCTD61",0.000628858750158651,0.707840956015064,0.084,0.043,1,"Bipolar cells","KCTD6"
"KIF3C2",0.000629747726822688,0.246844863533709,0.397,0.297,1,"Bipolar cells","KIF3C"
"AC008392.1",0.000635310746031211,2.31418517795036,0.01,0.002,1,"Bipolar cells","AC008392.1"
"A3GALT23",0.000643448478015651,1.27762677072959,0.037,0.014,1,"Bipolar cells","A3GALT2"
"NR2C23",0.000649815612364658,0.244359989358359,0.498,0.399,1,"Bipolar cells","NR2C2"
"CDNF3",0.000652207510894893,0.900670573356318,0.04,0.015,1,"Bipolar cells","CDNF"
"TTBK22",0.000652404977905244,0.135163861147455,0.532,0.434,1,"Bipolar cells","TTBK2"
"UBTD22",0.000652521394795899,0.284439798863793,0.451,0.355,1,"Bipolar cells","UBTD2"
"SESTD11",0.000655779750328654,0.16417061224256,0.626,0.507,1,"Bipolar cells","SESTD1"
"AC069155.11",0.000664716476228795,1.66561165318983,0.03,0.01,1,"Bipolar cells","AC069155.1"
"PCMTD14",0.000665283505225969,0.192224542805324,0.694,0.589,1,"Bipolar cells","PCMTD1"
"ART43",0.000668689318834777,1.87258345688085,0.017,0.004,1,"Bipolar cells","ART4"
"SLC39A116",0.00066950868924003,0.428860029667596,0.323,0.238,1,"Bipolar cells","SLC39A11"
"EYA31",0.000673364634641581,0.358792658267499,0.407,0.324,1,"Bipolar cells","EYA3"
"SLC12A64",0.00067446994855413,0.285041897765462,0.357,0.267,1,"Bipolar cells","SLC12A6"
"USP163",0.000683303004729296,0.324063968100526,0.253,0.176,1,"Bipolar cells","USP16"
"SCARB25",0.000694770260854869,0.235782615798507,0.542,0.448,1,"Bipolar cells","SCARB2"
"YAE1D12",0.00069491372588938,0.263014703959786,0.185,0.118,1,"Bipolar cells","YAE1D1"
"SLC35B21",0.000699323196239878,0.943976457259884,0.067,0.032,1,"Bipolar cells","SLC35B2"
"PXK3",0.000700798043623376,0.348025531145082,0.239,0.164,1,"Bipolar cells","PXK"
"CCDC177",0.00070564616663076,1.68100054713882,0.02,0.005,1,"Bipolar cells","CCDC177"
"IGSF1",0.000716076151109729,1.58384465594054,0.02,0.005,1,"Bipolar cells","IGSF1"
"AC012309.1",0.000716475943452194,0.729233410905734,0.077,0.039,1,"Bipolar cells","AC012309.1"
"UHRF1BP1L3",0.000737381471642592,0.307675797334242,0.374,0.286,1,"Bipolar cells","UHRF1BP1L"
"AC104785.1",0.000739633427563075,3.38508666147249,0.01,0.002,1,"Bipolar cells","AC104785.1"
"DROSHA3",0.00074745331468396,0.287801465306021,0.397,0.302,1,"Bipolar cells","DROSHA"
"AL354824.1",0.000749173297516692,3.14853598772979,0.01,0.002,1,"Bipolar cells","AL354824.1"
"MTG21",0.000752395949201446,0.314732704339724,0.178,0.114,1,"Bipolar cells","MTG2"
"POT13",0.000752501333994094,0.337286245326804,0.316,0.231,1,"Bipolar cells","POT1"
"SMARCA43",0.000755306308862,0.171388038941986,0.667,0.542,1,"Bipolar cells","SMARCA4"
"EPCAM2",0.000758172333287917,0.816009207081947,0.047,0.02,1,"Bipolar cells","EPCAM"
"RHOBTB34",0.000761319019582296,0.215007373758797,0.431,0.334,1,"Bipolar cells","RHOBTB3"
"ZNF33",0.00076932950803578,0.508622031710128,0.205,0.139,1,"Bipolar cells","ZNF3"
"USP153",0.000774599668932855,0.117289285179109,0.626,0.513,1,"Bipolar cells","USP15"
"MEF2D4",0.000777448904602743,0.651388113534918,0.128,0.077,1,"Bipolar cells","MEF2D"
"AP000462.33",0.00078039085925403,1.3235964695227,0.027,0.009,1,"Bipolar cells","AP000462.3"
"ARID1A3",0.000799550262079779,0.149683562283665,0.714,0.591,1,"Bipolar cells","ARID1A"
"TMEM882",0.000800826708764035,1.10011144175532,0.044,0.018,1,"Bipolar cells","TMEM88"
"GSTCD3",0.00080102375736851,0.27433579126067,0.347,0.263,1,"Bipolar cells","GSTCD"
"FBXO285",0.000812033933072556,0.373679653622985,0.333,0.249,1,"Bipolar cells","FBXO28"
"LYSMD11",0.000828934119886183,1.27067343477297,0.044,0.018,1,"Bipolar cells","LYSMD1"
"DZIP33",0.000830206171369394,0.210308925656894,0.37,0.28,1,"Bipolar cells","DZIP3"
"TMEM2606",0.000836241888149719,0.119339265450531,0.431,0.332,1,"Bipolar cells","TMEM260"
"AZIN1-AS12",0.000837508055034965,0.479051263907949,0.33,0.25,1,"Bipolar cells","AZIN1-AS1"
"APPL23",0.000837596351311211,0.283317434522504,0.444,0.348,1,"Bipolar cells","APPL2"
"TOP2B4",0.000840382729768736,0.120475722335552,0.626,0.508,1,"Bipolar cells","TOP2B"
"PRELID3A3",0.000845500533990312,0.523870571985353,0.148,0.092,1,"Bipolar cells","PRELID3A"
"AC025165.11",0.000858761388456057,2.02952401044767,0.017,0.004,1,"Bipolar cells","AC025165.1"
"HS2ST14",0.000868382321196726,0.10940307881415,0.461,0.362,1,"Bipolar cells","HS2ST1"
"ODR44",0.000875673073865435,0.215419222942444,0.357,0.264,1,"Bipolar cells","ODR4"
"AC079447.11",0.000879086392033588,0.433878410168457,0.327,0.245,1,"Bipolar cells","AC079447.1"
"TSNARE12",0.000882068057795189,0.373197170711391,0.239,0.165,1,"Bipolar cells","TSNARE1"
"DOCK101",0.000889256649355509,0.50650597325891,0.219,0.15,1,"Bipolar cells","DOCK10"
"KCNAB23",0.00089210295925173,0.912354737001169,0.118,0.07,1,"Bipolar cells","KCNAB2"
"AC079031.13",0.00090026222310926,3.28667428726175,0.01,0.002,1,"Bipolar cells","AC079031.1"
"MRPL424",0.000901719165353288,0.274367617784338,0.377,0.291,1,"Bipolar cells","MRPL42"
"BACH23",0.000901824413860031,0.143353282607333,0.751,0.614,1,"Bipolar cells","BACH2"
"C9orf131",0.000913268532244421,2.14158381163255,0.01,0.002,1,"Bipolar cells","C9orf131"
"ARHGEF73",0.00091477801929285,0.195765159523017,0.663,0.543,1,"Bipolar cells","ARHGEF7"
"CLSTN13",0.000918075557051264,0.154150842448164,0.475,0.379,1,"Bipolar cells","CLSTN1"
"CYB5D22",0.000918521039806004,0.274819326114654,0.209,0.139,1,"Bipolar cells","CYB5D2"
"INTS84",0.000920054763779902,0.235422683489691,0.33,0.243,1,"Bipolar cells","INTS8"
"ATP6V1B24",0.000933025929933884,0.554501839890566,0.165,0.106,1,"Bipolar cells","ATP6V1B2"
"GALNT112",0.000953318890922725,0.21712315334836,0.364,0.274,1,"Bipolar cells","GALNT11"
"IREB24",0.00096716847259541,0.110843132087475,0.441,0.337,1,"Bipolar cells","IREB2"
"PPP1R3E3",0.000968723573585828,0.613666588216327,0.091,0.049,1,"Bipolar cells","PPP1R3E"
"AL592183.13",0.000977360313447151,0.256631125869869,0.444,0.348,1,"Bipolar cells","AL592183.1"
"AC005699.14",0.000983472154935026,0.732501027194313,0.141,0.086,1,"Bipolar cells","AC005699.1"
"AL391335.1",0.000989571335048196,2.69592622624978,0.013,0.003,1,"Bipolar cells","AL391335.1"
"CFAP1001",0.000989651977889223,1.08481189335991,0.074,0.038,1,"Bipolar cells","CFAP100"
"MRPS14",0.000990198411876972,0.495934408286801,0.094,0.051,1,"Bipolar cells","MRPS14"
"SOCS54",0.00101036775440754,0.276677178668664,0.209,0.14,1,"Bipolar cells","SOCS5"
"MIA35",0.00101520252705183,0.327866080150524,0.276,0.198,1,"Bipolar cells","MIA3"
"AC016642.11",0.00101590486275413,1.29504518899736,0.044,0.018,1,"Bipolar cells","AC016642.1"
"PAQR31",0.00103522785703216,0.791657677587433,0.148,0.094,1,"Bipolar cells","PAQR3"
"AP001627.12",0.00103735198912547,1.61834857272418,0.03,0.011,1,"Bipolar cells","AP001627.1"
"AC006213.2",0.00103966827298685,1.78319377995491,0.017,0.004,1,"Bipolar cells","AC006213.2"
"ZNF5402",0.0010476047658027,0.396922788519827,0.195,0.131,1,"Bipolar cells","ZNF540"
"STAC32",0.00105241342187625,1.05126467322907,0.057,0.026,1,"Bipolar cells","STAC3"
"ZFHX32",0.00105405483039836,0.359131008063897,0.727,0.63,1,"Bipolar cells","ZFHX3"
"ASPHD12",0.00105429711979659,0.730224746732347,0.141,0.089,1,"Bipolar cells","ASPHD1"
"AL355838.13",0.00105872190057332,1.47938294436875,0.037,0.014,1,"Bipolar cells","AL355838.1"
"HIST2H2BF1",0.00107141754955062,0.913522278711261,0.037,0.014,1,"Bipolar cells","HIST2H2BF"
"GUF14",0.00107270011216694,0.508230159124573,0.155,0.097,1,"Bipolar cells","GUF1"
"AL117209.1",0.00107423196921815,1.80964739519169,0.037,0.014,1,"Bipolar cells","AL117209.1"
"ZNF7364",0.00107452531691658,0.163510897871133,0.313,0.227,1,"Bipolar cells","ZNF736"
"TRIM332",0.00108832029205275,0.12328475057119,0.67,0.565,1,"Bipolar cells","TRIM33"
"LINC012482",0.00108940916661136,0.880194202343563,0.077,0.04,1,"Bipolar cells","LINC01248"
"PIPOX4",0.00109291673074714,0.631476789302329,0.091,0.049,1,"Bipolar cells","PIPOX"
"IQSEC15",0.00109421371883141,0.248164607525077,0.36,0.273,1,"Bipolar cells","IQSEC1"
"PHTF22",0.00112678019599102,0.217411297906546,0.481,0.386,1,"Bipolar cells","PHTF2"
"PPTC72",0.00114409645006619,0.45354241370516,0.121,0.071,1,"Bipolar cells","PPTC7"
"AC021092.11",0.00114980800778137,0.993567676283997,0.027,0.009,1,"Bipolar cells","AC021092.1"
"NCKAP5L2",0.00115168388636512,0.480613478640696,0.168,0.109,1,"Bipolar cells","NCKAP5L"
"MARCH53",0.0011563970121013,0.227859212385423,0.333,0.246,1,"Bipolar cells","MARCH5"
"FNDC52",0.00116451225991949,0.125025312938875,0.266,0.186,1,"Bipolar cells","FNDC5"
