"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AL355674.1",1.211083979596e-05,2.76599068352748,0.013,0.002,0.317812657925583,"Bipolar cells","AL355674.1"
"AC123912.13",1.22216272846031e-05,0.739912617101308,0.094,0.042,0.320719943202556,"Bipolar cells","AC123912.1"
"ZFAND33",1.28506861844053e-05,0.199555332672052,0.949,0.83,0.337227706851165,"Bipolar cells","ZFAND3"
"KIAA20262",1.319267719987e-05,0.230933882670043,0.589,0.453,0.346202235078989,"Bipolar cells","KIAA2026"
"SSH21",1.38386423574209e-05,0.244791998772073,0.882,0.733,0.363153652743438,"Bipolar cells","SSH2"
"LINC005921",1.41901698740662e-05,3.08375551694431,0.01,0.001,0.372378437835245,"Bipolar cells","LINC00592"
"XKR62",1.47863989225211e-05,0.167246325974857,0.886,0.726,0.388024680524798,"Bipolar cells","XKR6"
"PEAK13",1.50767991413878e-05,0.25800616506777,0.724,0.58,0.395645363068299,"Bipolar cells","PEAK1"
"MKRN32",1.52596423272072e-05,0.440875624930106,0.485,0.35,0.40044353395057,"Bipolar cells","MKRN3"
"AC009396.11",1.53752187349236e-05,2.58359489375781,0.013,0.002,0.403476490041865,"Bipolar cells","AC009396.1"
"LINC008703",1.5820646902123e-05,2.9400740153281,0.017,0.003,0.415165416005511,"Bipolar cells","LINC00870"
"HMCN2",1.59172845087268e-05,1.91058254241573,0.027,0.006,0.417701380078009,"Bipolar cells","HMCN2"
"VCAN-AS14",1.61419672296268e-05,0.825495185184065,0.108,0.051,0.423597504039867,"Bipolar cells","VCAN-AS1"
"B9D23",1.62773630958798e-05,1.29264891517977,0.04,0.012,0.427150562362079,"Bipolar cells","B9D2"
"PRPF40B5",1.64269411478371e-05,0.485653827842406,0.441,0.324,0.431075789601541,"Bipolar cells","PRPF40B"
"SPRYD71",1.68884173924273e-05,0.955171314060714,0.084,0.037,0.443185849212077,"Bipolar cells","SPRYD7"
"PES13",1.70715204345304e-05,0.99941322535625,0.131,0.069,0.447990839242947,"Bipolar cells","PES1"
"ZNF2075",1.71175293184388e-05,0.169829329976642,0.657,0.508,0.449198204374471,"Bipolar cells","ZNF207"
"GDPD14",1.7209444766711e-05,0.431517531455011,0.29,0.187,0.451610249568029,"Bipolar cells","GDPD1"
"AC009403.14",1.72963236863742e-05,0.407839624334315,0.303,0.199,0.453890126177832,"Bipolar cells","AC009403.1"
"RGPD3",1.74064120947053e-05,1.49274029303716,0.037,0.011,0.456779066189256,"Bipolar cells","RGPD3"
"PARP103",1.79036639911248e-05,1.47467480147165,0.061,0.023,0.469827950455096,"Bipolar cells","PARP10"
"AOAH1",1.82100568518815e-05,1.73186257290481,0.057,0.021,0.477868311907074,"Bipolar cells","AOAH"
"PDE7A2",1.84965668959296e-05,0.218924257687476,0.704,0.576,0.485386908482984,"Bipolar cells","PDE7A"
"C11orf582",1.90853546460087e-05,0.350350416571712,0.461,0.338,0.500837876620559,"Bipolar cells","C11orf58"
"CD444",1.9249683779825e-05,1.3608523721792,0.091,0.041,0.505150201750168,"Bipolar cells","CD44"
"CTSK3",1.96577950648733e-05,1.19304594960565,0.074,0.031,0.515859858092406,"Bipolar cells","CTSK"
"EXOC73",2.01066499362868e-05,0.378510933780757,0.384,0.271,0.527638707628039,"Bipolar cells","EXOC7"
"WBP112",2.02507940356696e-05,0.724023981788518,0.175,0.102,0.531421337084041,"Bipolar cells","WBP11"
"ORC43",2.04735645665338e-05,0.26671265869599,0.512,0.38,0.537267281354981,"Bipolar cells","ORC4"
"KIAA00871",2.05764870092753e-05,3.24247878296259,0.01,0.001,0.539968172097402,"Bipolar cells","KIAA0087"
"ARL14EP4",2.16338192423984e-05,0.475288097106474,0.165,0.092,0.56771468455902,"Bipolar cells","ARL14EP"
"NRG31",2.1918211038359e-05,0.473534511322047,0.929,0.879,0.575177694068618,"Bipolar cells","NRG3"
"CAPZB2",2.24316696169189e-05,0.183733909553468,0.508,0.368,0.588651874087186,"Bipolar cells","CAPZB"
"SLC30A54",2.27018297594173e-05,0.519911714436093,0.249,0.159,0.595741416546629,"Bipolar cells","SLC30A5"
"F52",2.30659965299912e-05,3.371211194958,0.02,0.004,0.605297880940029,"Bipolar cells","F5"
"AL355512.12",2.3307224701068e-05,2.00168186068457,0.04,0.013,0.611628190605428,"Bipolar cells","AL355512.1"
"OTOF",2.40493878530293e-05,2.75379096643737,0.013,0.002,0.631104036039196,"Bipolar cells","OTOF"
"CASC18",2.42741272008246e-05,2.58700267244303,0.013,0.002,0.637001646004038,"Bipolar cells","CASC18"
"GPR84",2.45526750092287e-05,2.36472935884344,0.013,0.002,0.644311297592178,"Bipolar cells","GPR84"
"AC084200.11",2.45734286958599e-05,2.21213493410035,0.013,0.002,0.644855915836755,"Bipolar cells","AC084200.1"
"ST8SIA21",2.510220737774e-05,0.404748006746526,0.431,0.314,0.658732126006654,"Bipolar cells","ST8SIA2"
"SSBP36",2.5245617074074e-05,0.254161418873092,0.852,0.741,0.66249548325785,"Bipolar cells","SSBP3"
"ZNF33A3",2.53189136974211e-05,0.314551643579044,0.572,0.446,0.664418933247723,"Bipolar cells","ZNF33A"
"MXD12",2.53815500720087e-05,0.869190811786376,0.162,0.092,0.666062636989651,"Bipolar cells","MXD1"
"AC100793.2",2.54825499768218e-05,1.32552886446544,0.057,0.021,0.668713076491758,"Bipolar cells","AC100793.2"
"NPAT3",2.57407640223651e-05,0.528387133933653,0.256,0.166,0.675489129474904,"Bipolar cells","NPAT"
"AP001029.11",2.62610312458091e-05,2.08295815199463,0.027,0.007,0.689141981952522,"Bipolar cells","AP001029.1"
"MIB14",2.63334625846514e-05,0.205889222049035,0.758,0.636,0.691042725146421,"Bipolar cells","MIB1"
"LHFPL42",2.63570031968511e-05,0.4650136968352,0.229,0.143,0.691660477891767,"Bipolar cells","LHFPL4"
"MAST14",2.67346070387443e-05,0.222167105721809,0.397,0.276,0.701569557910728,"Bipolar cells","MAST1"
"GPSM14",2.67968518595076e-05,0.450799302951417,0.263,0.17,0.7032029864972,"Bipolar cells","GPSM1"
"DDR21",2.73720183582961e-05,1.41030809469311,0.061,0.023,0.718296505758407,"Bipolar cells","DDR2"
"NIPAL24",2.75234210415775e-05,0.862571323597397,0.162,0.092,0.722269614973076,"Bipolar cells","NIPAL2"
"DOCK42",2.85555909393048e-05,0.213195581529785,0.684,0.54,0.749355817429236,"Bipolar cells","DOCK4"
"HDAC93",2.85775895688454e-05,0.276441154159761,0.737,0.62,0.74993310546564,"Bipolar cells","HDAC9"
"METAP22",3.0352212967259e-05,0.291541132138944,0.31,0.208,0.796502772686811,"Bipolar cells","METAP2"
"NAPB6",3.05122665112565e-05,0.468204235339132,0.239,0.151,0.800702897788392,"Bipolar cells","NAPB"
"GRIN2D4",3.06654097170969e-05,0.792660307009678,0.165,0.095,0.804721681796058,"Bipolar cells","GRIN2D"
"AC107464.12",3.07706407656603e-05,1.45827284853533,0.054,0.02,0.807483154972459,"Bipolar cells","AC107464.1"
"MPP21",3.12715026154921e-05,0.624147825772066,0.162,0.091,0.820626771635744,"Bipolar cells","MPP2"
"BRSK24",3.17417057320945e-05,0.613550362589966,0.316,0.221,0.832965841821623,"Bipolar cells","BRSK2"
"PAMR11",3.17948254349981e-05,1.86400345194343,0.017,0.003,0.834359809065221,"Bipolar cells","PAMR1"
"KDM7A3",3.22634448137172e-05,0.234991654703278,0.364,0.247,0.846657318801567,"Bipolar cells","KDM7A"
"AC078864.21",3.25043048785018e-05,1.60257616024736,0.03,0.008,0.852977968621644,"Bipolar cells","AC078864.2"
"AL161457.2",3.35551911421793e-05,0.961722539590559,0.165,0.095,0.880555325953069,"Bipolar cells","AL161457.2"
"ERLIN13",3.37890788735997e-05,0.792134543467551,0.182,0.108,0.886693007801003,"Bipolar cells","ERLIN1"
"ST3GAL51",3.49487275186718e-05,0.468884279717823,0.141,0.076,0.917124507544984,"Bipolar cells","ST3GAL5"
"GYS14",3.49501242410593e-05,0.643964544709084,0.195,0.117,0.917161160333879,"Bipolar cells","GYS1"
"ZSCAN123",3.55607637668761e-05,0.951461841516745,0.128,0.068,0.933185562770364,"Bipolar cells","ZSCAN12"
"TBC1D10A1",3.5832461435998e-05,1.43545530142213,0.054,0.02,0.940315453003458,"Bipolar cells","TBC1D10A"
"YEATS24",3.58902620711703e-05,0.309708478057398,0.643,0.53,0.94183225727165,"Bipolar cells","YEATS2"
"TXNDC162",3.59215719739544e-05,0.347703977510653,0.377,0.268,0.942653891740513,"Bipolar cells","TXNDC16"
"ARID4B3",3.59828991916263e-05,0.186347479652916,0.801,0.676,0.944263240586658,"Bipolar cells","ARID4B"
"WDR911",3.60184313807927e-05,1.11547867741873,0.077,0.034,0.945195676294761,"Bipolar cells","WDR91"
"AC109462.1",3.68485709327183e-05,3.53614142108011,0.013,0.002,0.966980198416393,"Bipolar cells","AC109462.1"
"SRL3",3.69234393425603e-05,1.3660852650742,0.04,0.013,0.968944895227468,"Bipolar cells","SRL"
"VPS83",3.73736258047444e-05,0.388392490847578,0.475,0.364,0.980758688368103,"Bipolar cells","VPS8"
"ABCC63",3.90028236985965e-05,1.60999118246873,0.061,0.024,1,"Bipolar cells","ABCC6"
"MKL14",3.97679033908077e-05,0.268391521037888,0.677,0.541,1,"Bipolar cells","MKL1"
"HMGA25",3.98355229951197e-05,0.457663415378739,0.374,0.269,1,"Bipolar cells","HMGA2"
"AC000372.1",4.0802448142769e-05,2.86001867190183,0.01,0.001,1,"Bipolar cells","AC000372.1"
"MYL7",4.14842578809263e-05,2.63772162242056,0.01,0.001,1,"Bipolar cells","MYL7"
"LRRTM42",4.2288723973936e-05,0.356255703635463,0.226,0.328,1,"Bipolar cells","LRRTM4"
"DHX361",4.32512572168507e-05,0.190950195208616,0.586,0.449,1,"Bipolar cells","DHX36"
"FAM210A4",4.4514703186598e-05,0.58223132714079,0.182,0.108,1,"Bipolar cells","FAM210A"
"TCHP4",4.54123828042292e-05,0.595735608167982,0.246,0.161,1,"Bipolar cells","TCHP"
"AC087241.3",4.59409153795407e-05,3.14210126715654,0.013,0.002,1,"Bipolar cells","AC087241.3"
"KDM4B4",4.6284327093059e-05,0.271870022877436,0.636,0.494,1,"Bipolar cells","KDM4B"
"AP003390.22",4.82344129808736e-05,1.79552573163914,0.037,0.011,1,"Bipolar cells","AP003390.2"
"NARF-AS1",4.88478329805447e-05,2.52913584157103,0.017,0.003,1,"Bipolar cells","NARF-AS1"
"C2orf713",4.94290011980518e-05,2.13453981227042,0.017,0.003,1,"Bipolar cells","C2orf71"
"DPH11",4.97712553182485e-05,1.40084833321251,0.051,0.018,1,"Bipolar cells","DPH1"
"AC008438.21",4.98354771409278e-05,1.749382479038,0.034,0.01,1,"Bipolar cells","AC008438.2"
"SLFNL1-AS12",4.99403022510429e-05,0.521461993521717,0.148,0.081,1,"Bipolar cells","SLFNL1-AS1"
"TAX1BP11",4.99594312327724e-05,0.359083393200096,0.401,0.295,1,"Bipolar cells","TAX1BP1"
"SORD1",5.13232342471852e-05,0.766117084810885,0.125,0.066,1,"Bipolar cells","SORD"
"SLC22A234",5.13237451106731e-05,0.62466462346779,0.323,0.227,1,"Bipolar cells","SLC22A23"
"CILP",5.19219618952019e-05,2.78131885835687,0.02,0.004,1,"Bipolar cells","CILP"
"RCAN22",5.21954510928342e-05,0.574958426286818,0.226,0.143,1,"Bipolar cells","RCAN2"
"AC093297.21",5.22547573921417e-05,0.83024786226834,0.071,0.03,1,"Bipolar cells","AC093297.2"
"SHANK13",5.28878417011541e-05,0.461468308062714,0.205,0.127,1,"Bipolar cells","SHANK1"
"DPYSL42",5.31331643650248e-05,0.539308792338498,0.162,0.093,1,"Bipolar cells","DPYSL4"
"AP003063.11",5.32746498175512e-05,1.13213908952292,0.054,0.02,1,"Bipolar cells","AP003063.1"
"ARIH14",5.33478757080124e-05,0.166050576610434,0.785,0.671,1,"Bipolar cells","ARIH1"
"PROSER12",5.37103352581683e-05,0.542679724563476,0.168,0.096,1,"Bipolar cells","PROSER1"
"BTD4",5.48271984952201e-05,1.0323898806436,0.108,0.055,1,"Bipolar cells","BTD"
"AL513327.24",5.48611865933925e-05,0.83861662470079,0.081,0.036,1,"Bipolar cells","AL513327.2"
"GAB4",5.56362426147122e-05,3.00090377608045,0.01,0.001,1,"Bipolar cells","GAB4"
"GDNF-AS1",5.59568653106581e-05,2.89401871738838,0.013,0.002,1,"Bipolar cells","GDNF-AS1"
"THEM41",5.60093715631537e-05,0.667601077857824,0.162,0.093,1,"Bipolar cells","THEM4"
"ASB15",5.64249099830682e-05,2.43600617180626,0.01,0.001,1,"Bipolar cells","ASB15"
"KDM5B6",5.71253837493327e-05,0.162595105639553,0.609,0.478,1,"Bipolar cells","KDM5B"
"SPTAN12",5.76962462950203e-05,0.202194367576802,0.535,0.407,1,"Bipolar cells","SPTAN1"
"SAMD114",5.90497512431753e-05,0.416544379556639,0.202,0.124,1,"Bipolar cells","SAMD11"
"IGF2BP26",6.04261462868234e-05,0.214600924970227,0.966,0.848,1,"Bipolar cells","IGF2BP2"
"ITGA101",6.07356341947951e-05,1.25048898774523,0.054,0.02,1,"Bipolar cells","ITGA10"
"TP53INP24",6.08622792059782e-05,0.806086637812555,0.074,0.032,1,"Bipolar cells","TP53INP2"
"WDR11-AS11",6.17426087179527e-05,0.629822322497717,0.232,0.15,1,"Bipolar cells","WDR11-AS1"
"ATP11A-AS11",6.33557762030528e-05,2.65809672193835,0.024,0.006,1,"Bipolar cells","ATP11A-AS1"
"MXD42",6.3857512257848e-05,0.666759802163158,0.189,0.115,1,"Bipolar cells","MXD4"
"UBR35",6.52562491164516e-05,0.178609519131623,0.721,0.587,1,"Bipolar cells","UBR3"
"NUDT42",6.63470381952839e-05,0.289082104021112,0.263,0.173,1,"Bipolar cells","NUDT4"
"PKD14",6.67953835521587e-05,0.360839647026923,0.364,0.259,1,"Bipolar cells","PKD1"
"YTHDC21",6.85572475712671e-05,0.313128950831124,0.475,0.361,1,"Bipolar cells","YTHDC2"
"AC025034.12",6.91074688583341e-05,0.87379284660903,0.064,0.026,1,"Bipolar cells","AC025034.1"
"KMT5C2",6.92614941149293e-05,0.683886423049977,0.104,0.052,1,"Bipolar cells","KMT5C"
"SON5",6.9273877741826e-05,0.222596710425468,0.603,0.496,1,"Bipolar cells","SON"
"ZER14",7.03930003782295e-05,0.422049691198152,0.337,0.239,1,"Bipolar cells","ZER1"
"KCNC33",7.05958771056349e-05,0.826033822744047,0.138,0.077,1,"Bipolar cells","KCNC3"
"CNRIP13",7.28408981034531e-05,0.510796697133561,0.189,0.114,1,"Bipolar cells","CNRIP1"
"UBE3C6",7.30530548872882e-05,0.236812584143666,0.657,0.52,1,"Bipolar cells","UBE3C"
"CADM2-AS14",7.34972833273502e-05,1.00703872406971,0.094,0.046,1,"Bipolar cells","CADM2-AS1"
"USP3-AS11",7.44656982969858e-05,0.577427474101471,0.239,0.156,1,"Bipolar cells","USP3-AS1"
"C1RL-AS13",7.46125604837809e-05,1.65212699913425,0.051,0.019,1,"Bipolar cells","C1RL-AS1"
"GAGE101",7.53105490050747e-05,3.68657838262569,0.01,0.001,1,"Bipolar cells","GAGE10"
"ZNF1422",7.54635829858166e-05,0.98916602164351,0.121,0.065,1,"Bipolar cells","ZNF142"
"MACF13",7.5817184433529e-05,0.182433659254945,0.966,0.862,1,"Bipolar cells","MACF1"
"AC114498.1",7.58270219239652e-05,2.70617591696866,0.01,0.001,1,"Bipolar cells","AC114498.1"
"FAM98B2",7.65307307262862e-05,0.276416925471253,0.195,0.118,1,"Bipolar cells","FAM98B"
"ABL24",7.68573795568228e-05,0.310019744811796,0.535,0.411,1,"Bipolar cells","ABL2"
"PKIA2",7.71336050888232e-05,0.462696564269323,0.545,0.453,1,"Bipolar cells","PKIA"
"WDPCP3",7.72919701500214e-05,0.228831244212607,0.633,0.507,1,"Bipolar cells","WDPCP"
"ZKSCAN15",7.92158097519556e-05,0.257168071646982,0.522,0.401,1,"Bipolar cells","ZKSCAN1"
"AL353622.12",7.92232393735627e-05,1.17337322970192,0.04,0.013,1,"Bipolar cells","AL353622.1"
"WDR206",7.97603196543531e-05,0.148522129689533,0.495,0.369,1,"Bipolar cells","WDR20"
"CASP83",7.9914739430468e-05,1.49223108791778,0.04,0.014,1,"Bipolar cells","CASP8"
"EME21",8.0053027283438e-05,1.27973553277044,0.064,0.027,1,"Bipolar cells","EME2"
"SNX210",8.02034857395941e-05,0.391845186978873,0.283,0.191,1,"Bipolar cells","SNX2"
"SSC5D",8.08477046682105e-05,1.74452957759355,0.037,0.012,1,"Bipolar cells","SSC5D"
"LMBR1L2",8.15601334639392e-05,0.470427416700834,0.279,0.19,1,"Bipolar cells","LMBR1L"
"OS93",8.27881396385085e-05,0.497947909085844,0.236,0.155,1,"Bipolar cells","OS9"
"TMEM592",8.29356474955399e-05,0.367100224641055,0.273,0.181,1,"Bipolar cells","TMEM59"
"MPO",8.41383839867143e-05,2.23370119043615,0.013,0.002,1,"Bipolar cells","MPO"
"AC009562.1",8.50953435691852e-05,2.33434549587581,0.013,0.002,1,"Bipolar cells","AC009562.1"
"AC034228.31",8.55259471211652e-05,2.49085533408545,0.017,0.003,1,"Bipolar cells","AC034228.3"
"MMP28",8.59179629215188e-05,1.50373600412587,0.044,0.015,1,"Bipolar cells","MMP28"
"SLC25A164",8.5932059369896e-05,0.387166103145809,0.306,0.209,1,"Bipolar cells","SLC25A16"
"AC011462.12",8.70518726897e-05,1.13527341074383,0.057,0.023,1,"Bipolar cells","AC011462.1"
"ZNF7072",8.72185830897628e-05,0.92796669953263,0.064,0.027,1,"Bipolar cells","ZNF707"
"AC090136.31",8.85363139096812e-05,1.50597453263739,0.017,0.003,1,"Bipolar cells","AC090136.3"
"TSPAN34",8.87050005746308e-05,0.174513983039287,0.377,0.273,1,"Bipolar cells","TSPAN3"
"HERC11",8.9606755505876e-05,0.194102536529365,0.768,0.629,1,"Bipolar cells","HERC1"
"NR2C12",9.14867745697196e-05,0.36737521628076,0.428,0.324,1,"Bipolar cells","NR2C1"
"MTMR23",9.76295275830504e-05,0.415054222078916,0.333,0.239,1,"Bipolar cells","MTMR2"
"TTTY154",9.81451466281406e-05,0.477383047714015,0.256,0.174,1,"Bipolar cells","TTTY15"
"AC006213.32",9.86162322762728e-05,0.525277659874324,0.155,0.088,1,"Bipolar cells","AC006213.3"
"TMEM541",9.96758877424187e-05,2.78774765795244,0.01,0.001,1,"Bipolar cells","TMEM54"
"MS4A4E",0.000100817319220227,2.6925459466958,0.01,0.001,1,"Bipolar cells","MS4A4E"
"PAPOLG5",0.000102862037963964,0.444090010969693,0.306,0.215,1,"Bipolar cells","PAPOLG"
"GPRC5D-AS12",0.000103357163180027,1.16610313786934,0.061,0.025,1,"Bipolar cells","GPRC5D-AS1"
"DDB13",0.000104481106192352,0.377595028596753,0.269,0.18,1,"Bipolar cells","DDB1"
"LEMD34",0.000106280973867606,0.167620173753198,0.421,0.31,1,"Bipolar cells","LEMD3"
"AC245060.52",0.000106545658408954,0.333883829234749,0.313,0.215,1,"Bipolar cells","AC245060.5"
"EAPP5",0.000106583448193288,0.604720834381973,0.232,0.153,1,"Bipolar cells","EAPP"
"TAPT16",0.000108318696357385,0.359577125018595,0.303,0.211,1,"Bipolar cells","TAPT1"
"CNNM24",0.00011004299376939,0.499861454751022,0.37,0.274,1,"Bipolar cells","CNNM2"
"ZNF5971",0.000110376741157524,1.77232868724311,0.024,0.006,1,"Bipolar cells","ZNF597"
"STK382",0.000110901862526666,0.209953246272694,0.552,0.43,1,"Bipolar cells","STK38"
"PXDNL2",0.000110980373260298,0.608715498035021,0.168,0.1,1,"Bipolar cells","PXDNL"
"LINC00266-12",0.000111164236338436,1.4461370225196,0.061,0.025,1,"Bipolar cells","LINC00266-1"
"RICTOR3",0.000112575716641037,0.256990577653068,0.673,0.549,1,"Bipolar cells","RICTOR"
"SPAG95",0.000113154359717954,0.173527925003387,0.67,0.525,1,"Bipolar cells","SPAG9"
"LINC022343",0.000114776042419943,1.98538091324099,0.017,0.003,1,"Bipolar cells","LINC02234"
"WAC-AS1",0.000115108164256316,0.508940192720734,0.145,0.082,1,"Bipolar cells","WAC-AS1"
"CNTN4-AS23",0.000115240470948394,0.895860690303075,0.114,0.06,1,"Bipolar cells","CNTN4-AS2"
"IL21R",0.000115685367962097,2.02837176594014,0.017,0.003,1,"Bipolar cells","IL21R"
"SLC25A482",0.000117446583695486,1.88526427979886,0.027,0.007,1,"Bipolar cells","SLC25A48"
"PDE6B3",0.000117664594870516,0.682091480986886,0.145,0.083,1,"Bipolar cells","PDE6B"
"KIAA14683",0.000121017250523711,0.250473271938774,0.519,0.403,1,"Bipolar cells","KIAA1468"
"RAB3C1",0.000121737689930049,0.321845869551423,0.296,0.204,1,"Bipolar cells","RAB3C"
"ANGPTL17",0.000121967848074447,0.614630211377866,0.152,0.087,1,"Bipolar cells","ANGPTL1"
"RUNDC3A2",0.000122566387910491,0.7418871214799,0.111,0.059,1,"Bipolar cells","RUNDC3A"
"ZDHHC152",0.000123054135091143,0.524318526924563,0.29,0.204,1,"Bipolar cells","ZDHHC15"
"PAK1IP11",0.000126424595011619,0.724256190577377,0.091,0.044,1,"Bipolar cells","PAK1IP1"
"R3HDM27",0.00012646949862869,0.20774645707179,0.687,0.561,1,"Bipolar cells","R3HDM2"
"AC025159.11",0.000126551283706991,0.225218192473515,0.384,0.269,1,"Bipolar cells","AC025159.1"
"DNAJB24",0.000127035856705504,0.680383799161874,0.111,0.059,1,"Bipolar cells","DNAJB2"
"AC109446.3",0.000127433664650719,2.06091615031315,0.02,0.005,1,"Bipolar cells","AC109446.3"
"TSPAN313",0.000127779523026411,0.879635961946593,0.141,0.081,1,"Bipolar cells","TSPAN31"
"NTN12",0.00012867512575944,1.72103500241475,0.054,0.022,1,"Bipolar cells","NTN1"
"ROCK22",0.000128870042266737,0.225268265294914,0.657,0.531,1,"Bipolar cells","ROCK2"
"EVL2",0.000132292457074009,0.126084614836364,0.761,0.616,1,"Bipolar cells","EVL"
"ITPR12",0.000134889833447107,1.30000190290513,0.067,0.03,1,"Bipolar cells","ITPR1"
"LZTS1-AS12",0.000135151267113262,2.57662505383685,0.027,0.008,1,"Bipolar cells","LZTS1-AS1"
"AC244517.102",0.000136848995601715,0.707710791800533,0.121,0.066,1,"Bipolar cells","AC244517.10"
"AL034347.11",0.000139685768336737,1.46980782408574,0.034,0.011,1,"Bipolar cells","AL034347.1"
"LINC011843",0.000139886481320498,0.319673149546702,0.36,0.261,1,"Bipolar cells","LINC01184"
"AL136164.24",0.000141232501057394,0.937477927431975,0.118,0.064,1,"Bipolar cells","AL136164.2"
"SGMS14",0.000142522567275084,0.476495073588811,0.411,0.317,1,"Bipolar cells","SGMS1"
"KYAT12",0.00014377013947343,0.620375861460333,0.192,0.121,1,"Bipolar cells","KYAT1"
"NUMA12",0.000144726346854633,0.206006251465319,0.384,0.277,1,"Bipolar cells","NUMA1"
"TIGD21",0.000150547480503291,1.33362868333082,0.027,0.008,1,"Bipolar cells","TIGD2"
"GDPD43",0.000152005250472464,2.18016445802987,0.024,0.006,1,"Bipolar cells","GDPD4"
"TPP25",0.000152490380435878,0.402333224860662,0.364,0.268,1,"Bipolar cells","TPP2"
"TANGO63",0.000153159998845266,0.256579090133453,0.347,0.245,1,"Bipolar cells","TANGO6"
"ITGAM1",0.000156585121354998,1.63689870663165,0.024,0.006,1,"Bipolar cells","ITGAM"
"AC091948.12",0.000157885589674315,0.33264050779978,0.306,0.213,1,"Bipolar cells","AC091948.1"
"SLCO4A13",0.000158722853337386,1.38546660198767,0.034,0.011,1,"Bipolar cells","SLCO4A1"
"FAM78B4",0.000159126682824347,0.436920671715349,0.222,0.144,1,"Bipolar cells","FAM78B"
"UNC5D1",0.000159736561354081,2.40583512357654,0.357,0.294,1,"Bipolar cells","UNC5D"
"AC068254.1",0.000160723878172434,2.64214854873796,0.017,0.004,1,"Bipolar cells","AC068254.1"
"SLC38A12",0.00016075598330104,0.500485030553806,0.495,0.405,1,"Bipolar cells","SLC38A1"
"ABCD11",0.000161225027004556,1.35056197026051,0.051,0.02,1,"Bipolar cells","ABCD1"
"CD2002",0.000162733101895806,0.491387111840303,0.219,0.143,1,"Bipolar cells","CD200"
"USH2A3",0.000164110286998188,0.328289174985047,0.162,0.095,1,"Bipolar cells","USH2A"
"TEAD34",0.000166625083525901,1.03344205415344,0.067,0.03,1,"Bipolar cells","TEAD3"
"YKT62",0.000168149449150015,0.472509714457978,0.081,0.038,1,"Bipolar cells","YKT6"
"XPO63",0.000171237423452938,0.317897664775595,0.38,0.285,1,"Bipolar cells","XPO6"
"RAF14",0.000174093390961842,0.192341311227776,0.65,0.524,1,"Bipolar cells","RAF1"
"AL606760.11",0.000174317684294851,1.41704223841305,0.03,0.009,1,"Bipolar cells","AL606760.1"
"PTPRS2",0.00018529166604948,0.128299269466201,0.832,0.684,1,"Bipolar cells","PTPRS"
"ALDH18A11",0.000186207787049164,0.384584010910977,0.178,0.109,1,"Bipolar cells","ALDH18A1"
"AC090673.25",0.000190342705089389,1.64156082185926,0.034,0.011,1,"Bipolar cells","AC090673.2"
"WDR113",0.000190444482313969,0.436218016648682,0.354,0.256,1,"Bipolar cells","WDR11"
"GPCPD15",0.000191058526888644,0.158861788648352,0.397,0.291,1,"Bipolar cells","GPCPD1"
"LRMP",0.000197643019988029,2.75255983119142,0.02,0.005,1,"Bipolar cells","LRMP"
"SPCS11",0.00019798310327432,0.311853844956071,0.148,0.086,1,"Bipolar cells","SPCS1"
"CDCP11",0.000204584309158681,2.40447307859201,0.017,0.004,1,"Bipolar cells","CDCP1"
"TMEM176B1",0.000212223658147686,1.54313742863916,0.03,0.009,1,"Bipolar cells","TMEM176B"
"CD44-AS1",0.000213719631884263,3.49896786729783,0.01,0.001,1,"Bipolar cells","CD44-AS1"
"PRRC2B2",0.000214066922371226,0.115445949272027,0.791,0.665,1,"Bipolar cells","PRRC2B"
"RALGAPB1",0.000216064379037204,0.274088340982024,0.407,0.302,1,"Bipolar cells","RALGAPB"
"AC004223.4",0.000216636192888503,2.63948078594688,0.01,0.001,1,"Bipolar cells","AC004223.4"
"AC003991.2",0.00021692041532049,2.8306021806721,0.01,0.001,1,"Bipolar cells","AC003991.2"
"CHD64",0.000219117530046749,0.109045910259128,0.727,0.605,1,"Bipolar cells","CHD6"
"LINC00222",0.000222241691684499,1.76913889864778,0.024,0.006,1,"Bipolar cells","LINC00222"
"AL450384.22",0.000225336582814234,0.201354343721906,0.316,0.221,1,"Bipolar cells","AL450384.2"
"KIAA12175",0.000227596467335904,0.143609531611129,0.909,0.77,1,"Bipolar cells","KIAA1217"
"AP000462.15",0.000232077188613714,0.465713593245426,0.215,0.141,1,"Bipolar cells","AP000462.1"
"CCDC915",0.000232759860696299,0.223376952290701,0.643,0.517,1,"Bipolar cells","CCDC91"
"GMDS4",0.000233104952945789,0.305266042773914,0.333,0.236,1,"Bipolar cells","GMDS"
"C4orf332",0.000234408024282919,0.67584985975391,0.101,0.053,1,"Bipolar cells","C4orf33"
"ZNF4202",0.000234817714588455,0.386939824391934,0.286,0.199,1,"Bipolar cells","ZNF420"
"PGRMC24",0.000235175764359432,0.32002187508328,0.219,0.143,1,"Bipolar cells","PGRMC2"
"ZNF4914",0.000235837606202189,0.53934967652771,0.128,0.071,1,"Bipolar cells","ZNF491"
"LAPTM4B4",0.000239416846037915,0.363807497215469,0.266,0.183,1,"Bipolar cells","LAPTM4B"
"ZNF6782",0.000244810526720201,0.276813978162605,0.367,0.268,1,"Bipolar cells","ZNF678"
"TDRD62",0.000249633007840965,1.4791609904619,0.04,0.015,1,"Bipolar cells","TDRD6"
